table,row,status,status_code,url,final_url,content_type,error,elapsed_sec,context
1,9,OK,200,https://www.sydney.edu.au/news-opinion/news/2024/11/27/university-of-sydney-ai-assessment-policy.html,https://www.sydney.edu.au/news-opinion/news/2024/11/27/university-of-sydney-ai-assessment-policy.html,text/html;charset=utf-8,,0.99," | University of Sydney | AI in assessment https://www.sydney.edu.au/news-opinion/news/2024/11/27/university-of-sydney-ai-assessment-policy.html Cogniti, | "
1,14,OK,200,https://teaching.resources.osu.edu/teaching-topics/ai-teaching-strategies-crafting,https://teaching.resources.osu.edu/teaching-topics/ai-teaching-strategies-developing,text/html; charset=UTF-8,,0.6, | Ohio State University | AI Teaching Strategies: Crafting Your GenAI Syllabus Statement https://teaching.resources.osu.edu/teaching-topics/ai-teaching-strategies-crafting | 著重於「AI 教學策略」。除了大綱範本，還建議教師在開學第一堂課與學生進行「AI 使用案例情境演練」，讓學生明確知道學術誠信的紅線在哪裡。
1,15,OK,200,https://cte.ku.edu/building-ai-policies-your-syllabus,https://cte.ku.edu/building-ai-policies-your-syllabus,text/html; charset=UTF-8,,0.86, | University of Kansas | Building AI policies into your syllabus https://cte.ku.edu/building-ai-policies-your-syllabus | 提供了非常接地氣的「基本規範 (Ground rules)」寫法。例如要求學生若使用 AI，必須在作業後附上一段說明：用了什麼、AI 哪裡給了錯誤資訊、以及學到了什麼。
1,16,OK,200,https://www.kent.edu/ctl/ai-syllabus-statements-course-policy-examples,https://www.kent.edu/ctl/ai-syllabus-statements-course-policy-examples,text/html; charset=UTF-8,,0.67, | Kent State University | AI Syllabus Statements & Course Policy Examples https://www.kent.edu/ctl/ai-syllabus-statements-course-policy-examples | 提供了不同層次的 AI 揭露範本：包含「簡短版」、「學習焦點版」、「批判視角版」以及「作者焦點版」，讓教師能根據課程特性選擇最適合的學生自評方式。
2,2,OK,200,https://moda.gov.tw/major-policies/ai/governance/19248,https://moda.gov.tw/major-policies/ai/governance/19248,text/html; charset=utf-8,,0.17, | 數位發展部 | 人工智慧基本法 https://moda.gov.tw/major-policies/ai/governance/19248 | 公布日期：民國115 年 01月14日
2,3,OK,200,https://join.gov.tw/policies/detail/4c714d85-ab9f-4b17-8335-f13b31148dc4,https://join.gov.tw/policies/detail/4c714d85-ab9f-4b17-8335-f13b31148dc4,text/html;charset=UTF-8,,0.85, | 國科會 | 行政院及所屬機關（構）使用生成式AI參考指引 規範政府機關使用生成式AI之原則，涵蓋資料保護、封閉式地端定義及TAIDE應用範疇 https://www.nstc.gov.tw/folksonomy/list/c79bf57b-dc94-4aff-8d14-3262b5559cfc?l=ch 生成式AI指引FAQ（常見問答） 含TAIDE定義、封閉式地端規範，以及行政院各機關AI應用原則詳細說明 https://www.nstc.gov.tw/folksonomy/detail/d21566a0-3465-4b63-84b7-5d7cb2e1e5ff?l=ch 人工智慧基本法（草案） 2024年7月預告制定，建立台灣AI治理法律基礎，開放公眾參與討論 https://join.gov.tw/policies/detail/4c714d85-ab9f-4b17-8335-f13b31148dc4 | 國科會雖無單獨「AI教學指引」，但在AI推動策略、研究計畫中強調倫理與人才培育，常與教育部合作支援AI教育研究（如AI素養、教學應用）(by Grok)
2,3,OK,200,https://www.nstc.gov.tw/folksonomy/detail/d21566a0-3465-4b63-84b7-5d7cb2e1e5ff?l=ch,https://www.nstc.gov.tw/folksonomy/detail/d21566a0-3465-4b63-84b7-5d7cb2e1e5ff?l=ch,text/html;charset=utf-8,,0.36, | 國科會 | 行政院及所屬機關（構）使用生成式AI參考指引 規範政府機關使用生成式AI之原則，涵蓋資料保護、封閉式地端定義及TAIDE應用範疇 https://www.nstc.gov.tw/folksonomy/list/c79bf57b-dc94-4aff-8d14-3262b5559cfc?l=ch 生成式AI指引FAQ（常見問答） 含TAIDE定義、封閉式地端規範，以及行政院各機關AI應用原則詳細說明 https://www.nstc.gov.tw/folksonomy/detail/d21566a0-3465-4b63-84b7-5d7cb2e1e5ff?l=ch 人工智慧基本法（草案） 2024年7月預告制定，建立台灣AI治理法律基礎，開放公眾參與討論 https://join.gov.tw/policies/detail/4c714d85-ab9f-4b17-8335-f13b31148dc4 | 國科會雖無單獨「AI教學指引」，但在AI推動策略、研究計畫中強調倫理與人才培育，常與教育部合作支援AI教育研究（如AI素養、教學應用）(by Grok)
2,3,OK,200,https://www.nstc.gov.tw/folksonomy/list/c79bf57b-dc94-4aff-8d14-3262b5559cfc?l=ch,https://www.nstc.gov.tw/folksonomy/list/c79bf57b-dc94-4aff-8d14-3262b5559cfc?l=ch,text/html;charset=utf-8,,0.36, | 國科會 | 行政院及所屬機關（構）使用生成式AI參考指引 規範政府機關使用生成式AI之原則，涵蓋資料保護、封閉式地端定義及TAIDE應用範疇 https://www.nstc.gov.tw/folksonomy/list/c79bf57b-dc94-4aff-8d14-3262b5559cfc?l=ch 生成式AI指引FAQ（常見問答） 含TAIDE定義、封閉式地端規範，以及行政院各機關AI應用原則詳細說明 https://www.nstc.gov.tw/folksonomy/detail/d21566a0-3465-4b63-84b7-5d7cb2e1e5ff?l=ch 人工智慧基本法（草案） 2024年7月預告制定，建立台灣AI治理法律基礎，開放公眾參與討論 https://join.gov.tw/policies/detail/4c714d85-ab9f-4b17-8335-f13b31148dc4 | 國科會雖無單獨「AI教學指引」，但在AI推動策略、研究計畫中強調倫理與人才培育，常與教育部合作支援AI教育研究（如AI素養、教學應用）(by Grok)
2,4,OK,200,https://pads.moe.edu.tw,https://pads.moe.edu.tw,text/html; charset=UTF-8,,0.15, | 教育部 | 教育部中小學數位教學指引3.0版（2024） https://pads.moe.edu.tw | 納入生成式AI在備課、教學、評量階段的應用示例、各領域群科數位教學策略、AI學習夥伴（因材網）、數位素養內涵、AI危害與風險注意事項。適合教師規劃AI輔助教學，也提供家長與校長指引。(by Grok)
2,5,OK,200,https://pads.moe.edu.tw/download.php,https://pads.moe.edu.tw/download.php,text/html; charset=UTF-8,,3.9, | 教育部 | 教育部中小學使用生成式人工智慧注意事項（教師/行政/家長版，2024） https://pads.moe.edu.tw/download.php | 強調理解AI偏誤、訊息多樣性限制、辨識工具限制等，六大要點作為使用參考。(by Grok)
2,6,OK,200,https://www.taaee.org.tw/docs/20230223_conclusion_final.pdf,https://www.taaee.org.tw/docs/20230223_conclusion_final.pdf,application/pdf,,0.04, | 臺灣學術倫理教育學會 | 人工智慧技術對學術倫理的影響及因應建議臺灣學術倫理教育學會共識會議會議結論 https://www.taaee.org.tw/docs/20230223_conclusion_final.pdf | 
2,7,OK,200,https://ctld.ntnu.edu.tw/generative_ai,https://ctld.ntnu.edu.tw/generative_ai,text/html; charset=UTF-8,,0.11, | 師大 | 國立臺灣師範大學生成式AI之學習應用及參考 指引 https://ctld.ntnu.edu.tw/generative_ai | 各大學教學指引來自： 1.教育部學術倫理電子報第13期：大學校園因應生成式AI之指引及教學建議（2023）：彙整多所大學AI政策，提供師生注意事項、教學調整建議。 https://ethics.moe.edu.tw/resource/epaper/html/21/ 2. 柯俊如(2025)，〈臺灣頂尖大學的 AI 指引政策分析與政大圖書館的教學探索〉圖資與檔案學刊 16:2=105 ((Dec.24) 188-221。https://jila.lib.nccu.edu.tw/wp-content/uploads/2025/03/105-05柯俊如.pdf
2,7,OK,200,https://ethics.moe.edu.tw/resource/epaper/html/21/,https://ethics.moe.edu.tw/resource/epaper/html/21/,text/html; charset=utf-8,,0.11, | 師大 | 國立臺灣師範大學生成式AI之學習應用及參考 指引 https://ctld.ntnu.edu.tw/generative_ai | 各大學教學指引來自： 1.教育部學術倫理電子報第13期：大學校園因應生成式AI之指引及教學建議（2023）：彙整多所大學AI政策，提供師生注意事項、教學調整建議。 https://ethics.moe.edu.tw/resource/epaper/html/21/ 2. 柯俊如(2025)，〈臺灣頂尖大學的 AI 指引政策分析與政大圖書館的教學探索〉圖資與檔案學刊 16:2=105 ((Dec.24) 188-221。https://jila.lib.nccu.edu.tw/wp-content/uploads/2025/03/105-05柯俊如.pdf
2,7,ERROR,,https://jila.lib.nccu.edu.tw/wp-content/uploads/2025/03/105-05柯俊如.pdf,,,'ascii' codec can't encode characters in position 39-41: ordinal not in range(128),0.01, | 師大 | 國立臺灣師範大學生成式AI之學習應用及參考 指引 https://ctld.ntnu.edu.tw/generative_ai | 各大學教學指引來自： 1.教育部學術倫理電子報第13期：大學校園因應生成式AI之指引及教學建議（2023）：彙整多所大學AI政策，提供師生注意事項、教學調整建議。 https://ethics.moe.edu.tw/resource/epaper/html/21/ 2. 柯俊如(2025)，〈臺灣頂尖大學的 AI 指引政策分析與政大圖書館的教學探索〉圖資與檔案學刊 16:2=105 ((Dec.24) 188-221。https://jila.lib.nccu.edu.tw/wp-content/uploads/2025/03/105-05柯俊如.pdf
2,8,OK,200,https://sites.google.com/g.nccu.edu.tw/nccubasicprincipleforai,https://sites.google.com/g.nccu.edu.tw/nccubasicprincipleforai,text/html; charset=utf-8,,0.32, | 政大 | 國立政治大學生成式人工智慧運用簡要原則 https://sites.google.com/g.nccu.edu.tw/nccubasicprincipleforai | 
2,9,OK,200,https://www.dlc.ntu.edu.tw/ai-tools/,https://www.dlc.ntu.edu.tw/ai-tools/,text/html; charset=UTF-8,,1.79, | 臺大 | 臺大針對生成式 AI 工具之教學因應措施 https://www.dlc.ntu.edu.tw/ai-tools/ | 
2,10,OK,200,https://reurl.cc/3kMybL,https://reurl.cc/3kMybL,text/html; charset=utf-8,,0.07, | 亞洲大 | 亞洲大學針對生成式 AI 工具之教學因應措施 https://reurl.cc/3kMybL | 
2,11,ERROR,,https://ctld.site.nthu.edu.tw/p/450-1217-253458,,,[WinError 10054] 遠端主機已強制關閉一個現存的連線。,0.14," | 清大 | 國立清華大學大學教育場域AI 協作、共學與素養培養指引 https://ctld.site.nthu.edu.tw/p/450-1217-253458,c0.php?Lang=zh-tw | "
2,12,ERROR,,https://sites.google,,,<urlopen error [Errno 11001] getaddrinfo failed>,0.02, | 成大 | 國立成功大學 AI 及相關學習工具參考指南 https://sites.google. com/gs.ncku.edu.tw/nckuaiguidance/%E9%A6%96%E9%A0%81 | 
2,13,ERROR,,https://oaa.nsysu.edu.tw/p/406-1003-313202,,,HTTP Error 404: Not Found,0.19," | 中山 | 國立中山大學生成式AI工具使用參照指引 https://oaa.nsysu.edu.tw/p/406-1003-313202,r1365.php?Lang=zh-tw | "
2,14,ERROR,,https://tech2021.mystrikingly.com/aitools?utm_source=email_deliver&utm_medium=email&utm_campaign=aitools,,,HTTP Error 403: Forbidden,0.31, | 高雄大學 | AI生成工具使用指引https://tech2021.mystrikingly.com/aitools?utm_source=email_deliver&utm_medium=email&utm_campaign=aitools | 
2,15,OK,200,https://acad.nkust.edu.tw/p/412-1004-9405.php?Lang=zh-tw,https://acad.nkust.edu.tw/p/412-1004-9405.php?Lang=zh-tw,text/html; charset=UTF-8,,0.22, | 高雄科大 | 國立高雄科技大學針對生成式 AI 工具之教學因應措施 https://acad.nkust.edu.tw/p/412-1004-9405.php?Lang=zh-tw | 
2,16,OK,200,https://ctld.ntust.edu.tw/p/406-1051-111193,https://ctld.ntust.edu.tw/,text/html; charset=UTF-8,,0.26," | 臺科大 | 生成式AI（Generative AI）簡介與教學策略調 整建議方針 https://ctld.ntust.edu.tw/p/406-1051-111193,r1430.php?Lang=zh-tw | "
2,17,ERROR,404,https://aax.yuntech.edu.tw/images/content/%E6%95%99%E5%8B%99%E7%AB%A0%E5%89%87/%E5%85%B6%E4%BB%96%E9%A1%9E/T13%E7%94%9F%E6%88%90%E5%BC%8FAI%E5%B7%A5%E5%85%B7%E6%95%99%E5%AD%B8%E9%A0%88%E7%9F%A5(112.9.12,https://aax.yuntech.edu.tw/images/content/%E6%95%99%E5%8B%99%E7%AB%A0%E5%89%87/%E5%85%B6%E4%BB%96%E9%A1%9E/T13%E7%94%9F%E6%88%90%E5%BC%8FAI%E5%B7%A5%E5%85%B7%E6%95%99%E5%AD%B8%E9%A0%88%E7%9F%A5(112.9.12,,HTTP Error 404: Not Found,0.07, | 雲科大 | 國立雲林科技大學生成式 AI 工具教學須知 https://aax.yuntech.edu.tw/images/content/%E6%95%99%E5%8B%99%E7%AB%A0%E5%89%87/%E5%85%B6%E4%BB%96%E9%A1%9E/T13%E7%94%9F%E6%88%90%E5%BC%8FAI%E5%B7%A5%E5%85%B7%E6%95%99%E5%AD%B8%E9%A0%88%E7%9F%A5(112.9.12).pdf | 
2,18,OK,200,https://academic.cmu.edu.tw/?q=zh-hant/node/69,https://academic.cmu.edu.tw/?q=zh-hant/node/69,text/html; charset=utf-8,,0.62, | 中國醫 | 中國醫藥大學針對生成式 AI 工具之教學指引 https://academic.cmu.edu.tw/?q=zh-hant/node/69 | 
2,19,OK,200,https://oaeri.nycu.edu.tw/oaeri/ch/app/data/view?module=nycu0014&id=2074&serno=9fd4480f-1c5e-4b0d-b9de-fe3719d46b25,https://oaeri.nycu.edu.tw/oaeri/ch/app/data/view?module=nycu0014&id=2074&serno=9fd4480f-1c5e-4b0d-b9de-fe3719d46b25,text/html;charset=UTF-8,,0.86, | 陽明交大 | 國立陽明交通大學因應生成式AI之指引及教學建議 https://oaeri.nycu.edu.tw/oaeri/ch/app/data/view?module=nycu0014&id=2074&serno=9fd4480f-1c5e-4b0d-b9de-fe3719d46b25 | 
2,20,OK,200,https://aca.ncnu.edu.tw/p/405-1008-10789,https://aca.ncnu.edu.tw/p/405-1008-10789,text/html; charset=utf-8,,0.1," | 暨南大學 | 針對生成式AI工具之教學因應措施-chatGPT為例 https://aca.ncnu.edu.tw/p/405-1008-10789,c100.php?Lang=zh-tw | "
2,21,ERROR,500,https://oaacs.ntcu.edu.tw/app/pages.php?PageID=chat%20GPT,https://oaacs.ntcu.edu.tw/app/pages.php?PageID=chat%20GPT,,HTTP Error 500: Internal Server Error,0.29, | 臺中教育大學 | 國立臺中教育大學針對生成式AI工具之教學與學習因應措施 https://oaacs.ntcu.edu.tw/app/pages.php?PageID=chat%20GPT | 
2,22,ERROR,,https://pdc.adm.ncu.edu.tw/ai-tools.asp#,,,HTTP Error 404: Not Found,0.15, | 中央 | 中央大學對於師生使用 Chat GPT 基本原則 https://pdc.adm.ncu.edu.tw/ai-tools.asp# | 
2,23,ERROR,,https://oaa.ntut.edu.tw/p/406-1008-129455,,,HTTP Error 404: Not Found,0.17," | 北科大 | 因應生成式AI工具之教學參考指引 https://oaa.ntut.edu.tw/p/406-1008-129455,r11.php?Lang=zh-tw | "
2,24,OK,200,https://www.cgu.edu.tw/cfir/Subject/Detail/59531?nodeId=16468,https://www.cgu.edu.tw/cfir/Subject/Detail/59531?nodeId=16468,text/html; charset=utf-8,,3.13, | 長庚 | 生成式AI的教研衝擊與因應 https://www.cgu.edu.tw/cfir/Subject/Detail/59531?nodeId=16468 | 
2,25,OK,200,https://aca.tmu.edu.tw/front/CurriculumDivision/CurriculumDivision_1/news.php?ID=dG11X2FjYSZDdXJyaWN1bHVtRGl2aXNpb25fMQ==&Sn=2643,https://aca.tmu.edu.tw/front/CurriculumDivision/CurriculumDivision_1/news.php?ID=dG11X2FjYSZDdXJyaWN1bHVtRGl2aXNpb25fMQ==&Sn=2643,text/html; charset=UTF-8,,0.93, | 北醫 | 生成式AI工具之課程教學參考指引【第一版】 https://aca.tmu.edu.tw/front/CurriculumDivision/CurriculumDivision_1/news.php?ID=dG11X2FjYSZDdXJyaWN1bHVtRGl2aXNpb25fMQ==&Sn=2643 | 
2,26,OK,200,https://reurl.cc/N2xOm9,https://reurl.cc/N2xOm9,text/html; charset=utf-8,,0.05, | 逢甲 | 逢甲針對生成式AI工具之教學因應措施 https://reurl.cc/N2xOm9 | 
2,27,ERROR,404,https://info.tcu.edu.tw/hot_news/attch/1120602001/AI.pdf,https://info.tcu.edu.tw/hot_news/attch/1120602001/AI.pdf,,HTTP Error 404: Not Found,0.06, | 慈濟 | 慈濟大學AI賦能大學教育指引 https://info.tcu.edu.tw/hot_news/attch/1120602001/AI.pdf | 
3,2,OK,200,https://www.unesco.org/en/articles/guidance-generative-ai-education-and-research,https://www.unesco.org/en/articles/guidance-generative-ai-education-and-research,text/html,,3.36,1 | UNESCO | Guidance for Generative AI in Education and Research (2023) https://www.unesco.org/en/articles/guidance-generative-ai-education-and-research | 全球首份生成式AI教育指引，涵蓋立即行動、長期政策規劃及人本願景(by Claude)
3,3,OK,200,https://www.unesco.org/en/digital-education/ai-future-learning/teachers-framework,https://www.unesco.org/en/digital-education/ai-future-learning/teachers-framework,text/html,,1.08, | UNESCO | AI Competency Framework for Teachers (2024) https://www.unesco.org/en/digital-education/ai-future-learning/teachers-framework | 協助各國教師系統建立AI能力框架，納入課程設計與教學實踐(by Claude)
3,4,OK,200,https://www.unesco.org/en/digital-education/ai-future-learning/students-framework,https://www.unesco.org/en/digital-education/ai-future-learning/students-framework,text/html,,1.43, | UNESCO | AI Competency Framework for Students (2024) https://www.unesco.org/en/digital-education/ai-future-learning/students-framework | 建立學生AI素養路徑，已支持58個國家課綱設計與師資培訓(by Claude)
3,5,OK,200,https://www.unesco.org/en/articles/ai-and-education-guidance-policy-makers,https://www.unesco.org/en/articles/ai-and-education-guidance-policy-makers,text/html,,1.44, | UNESCO | AI and Education: Guidance for Policy-Makers (2021) https://www.unesco.org/en/articles/ai-and-education-guidance-policy-makers | 針對政策制定者的AI教育指引，提供機會分析、風險管理及政策建議(by Claude)
3,6,ERROR,,https://www.oecd.org/en/publications/oecd-digital-education-outlook-2023_c74f03de-en/full-report/emerging-governance-of-generative-ai-in-education_3cbd6269.html,,,HTTP Error 403: Forbidden,0.22, | OECD | Digital Education Outlook 2023：生成式AI治理篇 https://www.oecd.org/en/publications/oecd-digital-education-outlook-2023_c74f03de-en/full-report/emerging-governance-of-generative-ai-in-education_3cbd6269.html | 18國比較分析，檢視各國對生成式AI的教育監管與指引現況，截至2024年初(by Claude)
3,7,ERROR,,https://www.oecd.org/en/publications/oecd-digital-education-outlook-2026_062a7394-en.html,,,HTTP Error 403: Forbidden,0.13, | OECD | Digital Education Outlook 2026（最新版） https://www.oecd.org/en/publications/oecd-digital-education-outlook-2026_062a7394-en.html | 探討生成式AI在教與學各情境的應用研究、機會、挑戰與政策建議(by Claude)
3,8,OK,200,https://www.teachai.org/toolkit,https://www.teachai.org/toolkit,text/html; charset=utf-8,,0.2, | TeachAI（WEF/Code.org/ISTE/Khan Academy） | AI Guidance for Schools Toolkit https://www.teachai.org/toolkit | 協助各國政府及教育機構制定AI指引的實用工具包，含政策原則、組織學習與轉型三階段 (by Claude)
3,9,OK,200,https://www.teachai.org/policy-tracker,https://www.teachai.org/policy-tracker,text/html; charset=utf-8,,0.21, | TeachAI | Global AI Education Policy Tracker https://www.teachai.org/policy-tracker | 即時追蹤全球各國及美國各州AI教育政策現況的互動地圖(by Claude)
3,10,OK,200,https://www.teachai.org/guidance-landscape-analysis,https://www.teachai.org/guidance-landscape-analysis,text/html; charset=utf-8,,0.1, | TeachAI | Guidance for AI in Education: A Landscape Analysis https://www.teachai.org/guidance-landscape-analysis | 整合美國各州及9個國際脈絡AI教育指引的主題分析，供指引制定者參考(by Claude)
3,11,OK,200,https://www.educause.edu/research/2024/2024-educause-action-plan-ai-policies-and-guidelines,https://www.educause.edu/research/2024/2024-educause-action-plan-ai-policies-and-guidelines,text/html; charset=utf-8,,1.18, | EDUCAUSE美國高教協會 | 2024 AI Policies and Guidelines Action Plan https://www.educause.edu/research/2024/2024-educause-action-plan-ai-policies-and-guidelines | 基於900+高教技術人員調查，提供高等教育AI政策差距分析與行動方案(by Claude)
4,3,ERROR,404,https://integrity.mit.edu/handbook/academic-writing/using-ai-tools,https://integrity.mit.edu/handbook/academic-writing/using-ai-tools,,HTTP Error 404: Not Found,1.09, | MIT | Using AI Tools — Academic Integrity Handbook https://integrity.mit.edu/handbook/academic-writing/using-ai-tools | 明確規範學術誠信框架下的AI使用原則與邊界，適用各學科(by Claude)
4,4,ERROR,404,https://teachingcommons.stanford.edu/teaching-guides/artificial-intelligence,https://teachingcommons.stanford.edu/teaching-guides/artificial-intelligence,,HTTP Error 404: Not Found,0.9, | Stanford University | Artificial Intelligence in Teaching — CTL Guidelines https://teachingcommons.stanford.edu/teaching-guides/artificial-intelligence | 教學中心提供教師課綱融入AI政策的實用指引，含課程設計建議與案例(by Claude)
4,5,ERROR,404,https://bokcenter.harvard.edu/ai,https://bokcenter.harvard.edu/ai,,HTTP Error 404: Not Found,0.41, | Harvard University | AI Guidance for Teaching — Bok Center https://bokcenter.harvard.edu/ai | 哈佛教學中心AI使用方針，含學術誠信框架與多元作業設計建議(by Claude)
4,6,ERROR,404,https://www.ox.ac.uk/students/academic/good-practice/ai,https://www.ox.ac.uk/students/academic/good-practice/ai,,HTTP Error 404: Not Found,1.1, | University of Oxford | Generative AI — Student and Staff Guidance https://www.ox.ac.uk/students/academic/good-practice/ai | 牛津大學對生成式AI的教學研究倫理與學術誠信規範(by Claude)
4,7,ERROR,404,https://www.imperial.ac.uk/staff/tools-and-reference/education-technology/artificial-intelligence/,https://www.imperial.ac.uk/staff/tools-and-reference/education-technology/artificial-intelligence/,,HTTP Error 404: Not Found,2.67, | Imperial College London | AI in Education Hub https://www.imperial.ac.uk/staff/tools-and-reference/education-technology/artificial-intelligence/ | 含AI介紹、Teaching Toolkit、個案研究、Training & Events、倫理政策與FAQ的完整資源中心(by Claude)
